ID_REF,GSM3446059,GSM3446060,GSM3446061,GSM3446062,GSM3446063,GSM3446064,GSM3446065,GSM3446066,GSM3446067,GSM3446068,GSM3446069,GSM3446070
A_22_P00007866,0.213554026,0.25123572,0.07564816,0.060276815,0.186134966,0.437670272,0.050606272,0.045337841,0.063341902,0.041645701,0.047622547,0.066923917
A_22_P00007867,0.059486265,0.242269349,0.072863091,0.058116877,0.178930571,0.420967599,0.048411882,0.043351857,0.060659932,0.039821316,0.045542383,0.064066421
A_22_P00007869,0.066334803,0.272179818,0.080283699,0.063308113,0.194633196,0.45639127,0.052310414,0.046282866,0.064357032,0.041477493,0.047496368,0.06645561
A_22_P00007872,0.052120343,0.211365087,0.063402529,0.050001161,0.153066916,0.546001606,0.040337375,0.035898078,0.050042841,0.032559368,0.057853149,0.075981331
A_22_P00007873,0.057962093,0.23443112,0.101695398,0.05616511,0.172955752,0.763128917,0.045790988,0.040870622,0.057242667,0.049302527,0.055549268,0.071352313
A_22_P00007878,0.062367835,0.253778156,0.07536231,0.059042597,0.183523485,0.430608022,0.06002168,0.090851283,0.060880613,0.039409848,0.045270875,0.11258076
A_22_P00007879,0.075874526,0.287518123,0.087377552,0.105929329,0.233253672,0.508398948,0.09054608,0.11014719,0.065789593,0.052567233,0.147705106,0.068033815
A_22_P00007880,0.148915063,0.645892266,0.10820039,0.063242548,0.197038533,0.475220442,0.09413291,0.195630118,0.665676803,0.246013195,0.222228954,0.479660286
A_22_P00007881,0.070038806,0.282460787,0.086050566,0.067407667,0.211715676,0.490679465,0.053708592,0.055850213,0.066385428,0.043286852,0.083248922,0.070068897
A_22_P00007882,0.067155511,0.274230473,0.081223849,0.063764621,0.19850586,0.461127624,0.054366528,0.047906127,0.12876499,0.043039586,0.04951448,0.068766513
A_22_P00007883,0.359830454,0.389985611,0.795219219,0.270310639,0.181293487,0.431730463,0.452399425,1.173209103,0.311853769,0.613763561,0.381997658,0.290756732
A_22_P00007884,0.061440084,0.249883526,0.075099629,0.059887288,0.18501166,0.435556174,0.050455802,0.04518597,0.063117891,0.04145229,0.047438033,0.066649645
A_22_P00007885,0.058227379,0.237491173,0.070536104,0.055473528,0.28097962,0.404929176,0.05364694,0.040255871,0.055941607,0.036202923,0.041460606,0.057895258
A_22_P00007886,0.066218553,0.267429533,0.081161931,0.064165259,0.199194636,0.465149087,0.053379404,0.047764623,0.066655466,0.061723274,0.050078793,0.070616606
A_22_P00007888,4.75694782,25.78509758,6.602482626,5.564515198,16.89506505,38.80109871,4.569651995,3.189244932,6.320607813,3.98137179,5.390157392,7.507161397
A_22_P00007889,0.108854413,0.297548964,0.115573408,0.137876778,0.15319211,0.45432267,0.129162305,0.067098257,0.144031383,0.099314212,0.056251107,0.22368109
A_22_P00007891,0.072328002,0.29582935,0.094683792,0.133136126,0.213535198,0.51911704,0.053315562,0.047917498,0.112282111,0.054900858,0.097672234,0.176129882
A_22_P00007895,0.060326847,0.297886986,0.17302633,0.205819788,0.179542264,0.422487775,0.242127055,0.153753643,0.15411044,0.075948906,0.173619633,0.254994953
A_22_P00007897,8.718135339,25.37612715,8.66028318,9.546311415,15.81195665,36.44698322,9.650439185,8.182329867,11.08263246,8.910542686,8.398414538,11.82643546
A_22_P00007899,0.099934055,0.519190827,0.07098531,0.056368172,0.317073102,0.408172927,0.074502714,0.038602685,0.054038034,0.057171343,0.046174271,0.056411171
A_22_P00007901,0.069144399,0.544674337,0.084615015,0.066083413,0.205824881,0.549611197,0.05590024,0.050547796,0.069611525,0.045723235,0.052741595,0.074068914
A_22_P00007902,0.136352372,0.295580418,0.089406077,0.069942395,0.219117817,0.510201873,0.122589362,0.047520265,0.066443552,0.044597551,0.152348373,0.070203112
A_22_P00007903,0.083105127,0.275215265,0.084093576,0.066053321,0.205505299,0.479848637,0.112977799,0.049206885,0.074127142,0.044932268,0.097105956,0.121430446
A_22_P00007906,0.067269363,0.973912773,0.089724843,0.067294682,0.413493054,0.474631712,0.054787945,0.049165973,0.068411629,0.045013389,0.108200817,0.093510994
A_22_P00007907,0.074043058,0.241261781,0.071782282,0.057207535,0.183018717,0.492378236,0.046357321,0.041266131,0.118594697,0.037463414,0.046403344,0.171267415
A_22_P00007908,0.161285931,0.539219083,0.082612563,0.096401139,0.248717513,0.480640192,0.055590532,0.049955592,0.069343098,0.061061549,0.052335344,0.101396573
A_22_P00007909,0.06516382,0.262592952,0.07954417,0.062884663,0.195639719,0.455970123,0.051210789,0.04555295,0.063741408,0.041829948,0.210710381,0.067219909
A_22_P00007910,0.072611356,0.299749863,0.089819469,0.071535952,0.364092039,0.637675961,0.096990557,0.047459016,0.066542828,0.042490596,0.048558276,0.068756847
A_22_P00007914,0.06353025,0.261805226,0.077326166,0.096873441,0.186533182,0.443843662,0.048775146,0.043255158,0.060301333,0.038761371,0.044338323,0.062293809
A_22_P00007918,0.060493964,0.244977677,0.073475511,0.05718252,0.179445233,0.421505511,0.04818851,0.042466764,0.059129873,0.038313005,0.044162094,0.061293504
A_22_P00007919,0.102901677,0.230289797,0.068932894,0.214537269,0.170615923,0.394439353,0.043226004,0.038591761,0.054079364,0.03498978,0.040363923,0.102381475
A_22_P00007922,0.059241665,0.246062839,0.073198455,0.129568731,0.294427697,0.415659647,0.045371809,0.04036789,0.056497663,0.036466218,0.042074298,0.059568469
A_22_P00007923,0.056018668,0.4416042,0.198913679,0.055080902,0.168537706,0.683754392,0.044910886,0.040179758,0.056303616,0.036715486,0.056905228,0.059480476
A_22_P00007924,0.068094354,0.27678635,0.082898936,0.168529961,0.203438269,0.472370901,0.11476133,0.110591637,0.061752677,0.101059118,0.075480124,0.16345612
A_22_P00007925,0.058528982,0.240974368,0.071450316,0.056500561,0.171980703,0.41157079,0.044729145,0.039719261,0.05541103,0.035701834,0.040875228,0.057432851
A_22_P00007928,0.072540777,0.885642696,0.089720272,0.123930741,0.215441263,0.518695001,0.950088069,0.047399314,0.066463939,0.042433741,0.079084699,0.068672757
A_22_P00007929,0.065405601,0.268664387,0.079247949,0.065236758,0.191821482,0.451769882,0.051145414,0.04528803,0.075346902,0.040583123,0.046447154,0.06540814
A_22_P00007933,0.471117491,0.759376069,0.390305933,0.25638705,0.708994652,1.352502724,0.295211331,0.370558288,0.46024125,0.743497162,0.70163606,0.450948973
A_22_P00007935,0.055491476,0.588816947,0.101235164,0.073668282,0.355161228,0.384838729,0.042973837,0.070571002,0.052934459,0.045720998,0.05190452,0.058769173
A_22_P00007936,0.281785387,0.743535866,0.204764397,0.171650754,0.325837239,0.520350946,0.255655931,0.220317439,0.36768061,0.243687761,0.26858529,0.322454923
A_22_P00007940,1.031448318,4.751223587,1.276604466,1.269192737,2.941297675,8.943874844,1.035111778,0.997184649,1.184723368,0.945409401,1.069227657,1.142018119
A_22_P00007941,0.06482065,0.26151054,0.07787817,0.061905483,0.192656291,0.942684179,0.054099696,0.048335652,0.067154026,0.044096605,0.050127611,0.070346843
A_22_P00007943,0.069018695,0.284061989,0.08474687,0.067219923,0.203801249,0.466738991,0.055311942,0.049580547,0.069350135,0.044400671,0.051172942,0.072963634
A_22_P00007944,0.065592947,0.265032061,0.080320402,0.138774211,0.197283978,0.461342242,0.053050016,0.047491848,0.066281506,0.043597959,0.049831334,0.070161884
A_22_P00007947,0.063249404,0.262803428,0.07815356,0.062095417,0.188525228,0.449231532,0.046860787,0.041677484,0.058326382,0.0373717,0.078713178,0.103172687
A_22_P00007948,0.959780461,1.117476847,1.102880042,1.228521546,1.497297333,0.691525856,0.648973377,1.001118107,1.392961709,0.555721283,1.075048025,1.798368038
A_22_P00007949,0.064723691,0.25522713,0.104444882,0.23415991,0.337409126,0.443146093,0.069413255,0.117143239,0.248238743,0.040127033,0.045543153,0.112223553
A_22_P00007951,0.110032117,0.563822478,0.06793828,0.124908772,0.165053461,0.38998453,0.043813036,0.038772221,0.053878317,0.08483393,0.107810381,0.088143726
A_22_P00007952,0.065482105,0.293892307,0.079909343,0.063135533,0.196629774,1.05120298,0.051295917,0.045584233,0.063796598,0.041843858,0.047576403,0.0672336
A_22_P00007953,0.061383703,0.247551604,0.074722084,0.059262118,0.18354272,0.429966928,0.048196995,0.05368889,0.060089095,0.039461858,0.044823012,0.063219599
A_22_P00007954,0.055624605,0.225530788,0.240486948,0.134767198,0.318748531,1.029379012,0.184370661,0.105699078,0.222471741,0.121109068,0.24015654,0.199121209
A_22_P00007955,0.068830524,0.273704982,0.083811533,0.065387528,0.203697235,0.496343223,0.055559484,0.050299285,0.069116161,0.045378792,0.052286308,0.0733463
A_22_P00007956,0.052211847,0.213187004,0.06406674,0.050978933,0.155127998,0.369403541,0.072746145,0.036636741,0.051333022,0.033479349,0.089027293,0.054006258
A_22_P00007957,0.606384613,0.285157227,0.423867189,0.467223583,0.254883537,0.473695772,1.352105608,1.468082598,1.032381819,1.26636516,0.885754522,0.894332029
A_22_P00007962,1.464199615,4.632275311,1.982334275,1.448663279,3.644140795,7.326988747,1.044358004,1.61873053,1.690201793,1.064346725,1.492625978,1.500402488
A_22_P00007964,0.104019074,0.280957867,0.074634459,0.059516232,0.428496255,0.591015569,0.050132674,0.044883422,0.109289197,0.082658346,0.047111693,0.06620322
A_22_P00007967,0.061189062,0.24912524,0.073953857,0.126465555,0.179661041,0.423057217,0.04844038,0.042769762,0.059372987,0.038436167,0.061432819,0.061345086
A_22_P00007971,0.071364198,0.295317878,0.088160713,0.07012137,0.212163502,0.509391962,0.052506906,0.046835705,0.065666984,0.041877816,0.047941624,0.067855182
A_22_P00007972,3.649136456,1.120091181,2.371502518,2.491732507,1.565300395,0.7114812,2.158005886,2.775163556,1.534805457,2.796053954,1.188018325,1.760577945
A_22_P00007973,0.064597288,0.259693174,0.078281272,0.061482059,0.192900448,0.448077286,0.048021125,0.042513711,0.059394905,0.038936381,0.044368648,0.062376158
A_22_P00007974,0.291293376,0.645351538,0.293010141,0.28860336,0.204610871,1.444682696,0.304712502,0.231773511,0.338727189,0.40452083,0.357855808,0.49902296
A_22_P00007975,0.065165438,0.270102482,0.080139927,0.063558875,0.193107754,0.461878277,0.048641988,0.043231278,0.075180228,0.069335547,0.198945614,0.166310931
A_22_P00007977,0.092533675,1.056662741,0.085312402,0.196675438,0.205423053,1.693237916,0.086658964,0.078477712,0.267617599,0.047437583,0.04784185,0.23575775
A_22_P00007978,1.243068018,0.569659265,0.74211665,1.392232637,0.322838714,0.440024604,0.899738149,0.814535284,0.474677082,1.42326835,0.615875716,0.672224626
A_22_P00007979,1.029614817,4.03289823,1.556999197,1.90928001,2.892210785,4.843900733,1.339204453,0.643769396,0.848280498,0.900316734,0.743845704,0.942813492
A_22_P00007981,0.056210443,0.232358898,0.185743354,0.055426299,0.169073434,0.397813158,0.06289934,0.086665175,0.113446413,0.035672175,0.041136085,0.176749679
A_22_P00007982,0.060779643,0.250659358,0.075065369,0.058023696,0.181922236,0.437514944,0.048718786,0.042983537,0.060907584,0.039126585,0.045161033,0.063281377
A_22_P00007986,0.072205183,0.29823889,0.088582075,0.06964474,0.215454032,0.504150263,0.052261654,0.046406719,0.071140898,0.04272904,0.048521232,0.068862473
A_22_P00007987,0.838510701,1.545645854,0.630133843,0.812607813,0.982303361,2.591807555,0.948339952,0.853476787,0.978488943,1.20012926,0.976368067,1.032823794
A_22_P00007990,0.200711196,0.992875234,0.270792221,0.114940027,0.207569633,0.483808158,0.286339261,0.18043386,0.144286277,0.136121626,0.090631854,0.170006734
A_22_P00007994,0.062822232,1.457165729,0.076510041,0.060991753,0.188889381,0.446645181,0.051961828,0.046496083,0.064853705,0.042585161,0.048702985,0.068360919
A_22_P00007996,0.062440907,0.259420663,0.077222667,0.061386022,0.193729156,0.443032487,0.046276081,0.041168266,0.057633682,0.051014494,0.084537637,0.060041898
A_22_P00007997,0.064610869,0.261505138,0.078627299,0.062558199,0.371617514,0.459194765,0.053462659,0.04790369,0.066719501,0.043893813,0.086713787,0.070368492
A_22_P00008001,0.062331766,0.253405791,0.075343988,0.102617046,0.18364487,0.430627333,0.055317547,0.043879412,0.060918558,0.039446615,0.045328461,0.062923939
A_22_P00008002,0.214604317,0.778609218,0.173713984,0.060492622,0.397438076,1.849568458,0.310061542,0.213034132,0.263004939,0.187741891,0.17449783,0.295267158
A_22_P00008003,0.055998927,0.22991269,0.069012141,0.055091303,0.16847544,0.397041083,0.044856669,0.040124207,0.056223785,0.036660747,0.042102199,0.059391418
A_22_P00008004,0.305164871,0.214043466,0.232266453,0.30787572,0.174178493,0.371945642,0.214948329,0.316746087,0.323975248,0.269148875,0.272615217,0.338246404
A_22_P00008007,0.057970217,0.240432479,0.071704685,0.057130755,0.17415389,0.408401565,0.04482153,0.039922503,0.055896676,0.036124532,0.041685033,0.058972616
A_22_P00008008,0.070830582,0.286952649,0.086201011,0.06778106,0.212695719,0.492734434,0.052079738,0.046030515,0.064384985,0.042214546,0.047993928,0.067760757
A_22_P00008010,0.063872056,0.26444247,0.07825822,0.062020041,0.360121166,1.068268432,0.048174049,0.042787138,0.059807449,0.124487803,0.138989895,0.061851114
A_22_P00008012,0.05410756,0.223302669,0.066938253,0.053322307,0.16208617,0.384032017,0.042109046,0.037632345,0.052749784,0.034177342,0.039357326,0.055590301
A_22_P00008013,0.069428735,0.285557741,0.084915016,0.067260746,0.207222735,0.474371552,0.057060401,0.050694439,0.084860865,0.067396898,0.052890169,0.074171831
A_22_P00008014,0.06648106,0.271524089,0.081171214,0.096449462,0.198018785,0.461620244,0.0485433,0.043153288,0.060531995,0.039675621,0.045315079,0.08425184
A_22_P00008017,0.068211949,0.281439455,0.083719587,0.066221417,0.204983828,0.476541017,0.056589716,0.050108911,0.197185312,0.04531778,0.052526964,0.073402678
A_22_P00008018,0.068368297,0.671945067,0.1760401,0.0660086,0.324522722,0.475825403,0.048863411,0.043773028,0.061711257,0.040632595,0.046133751,0.065735103
A_22_P00008019,1.806277685,2.617495215,1.375473648,1.952331501,3.414647372,2.800790163,1.255309806,1.287710744,1.705816004,1.37617168,1.482470298,1.553119675
A_22_P00008020,0.544778473,0.981915783,0.604459213,0.562398948,0.777670091,0.621166917,0.535775828,0.596364299,0.566694498,0.862407034,0.509455521,0.805537451
A_22_P00008021,0.05756537,0.235453194,0.069886083,0.055044709,0.168611086,0.40180945,0.044680124,0.039606252,0.055101427,0.035623908,0.040780973,0.057895001
A_22_P00008022,0.063316587,0.254531374,0.076771024,0.060245697,0.188922155,0.439376648,0.047209827,0.041815105,0.058404891,0.038269119,0.043649562,0.06133052
A_22_P00008028,0.107133851,0.217000489,0.117538924,0.217340464,0.158871363,0.37708161,0.26024647,0.131185284,0.150133444,0.273048417,0.178569736,0.197399029
A_22_P00008029,0.065382484,0.267903456,0.079865138,0.062264416,0.195838823,0.462044817,0.053754428,0.047228123,0.066330881,0.042686687,0.049310285,0.068373993
A_22_P00008031,0.067292792,0.270414647,0.170611122,0.064313651,0.201990115,0.468412279,0.050559871,0.053299175,0.062501508,0.040952093,0.046504096,0.065583222
A_22_P00008034,0.063259151,0.256212115,0.077346322,0.08518928,0.190251403,0.445920522,0.124002774,0.131951394,0.106949541,0.124573517,0.142110829,0.332700306
A_22_P00008036,0.05920552,0.246162687,0.073381891,0.086628167,0.177626458,0.417428324,0.044791615,0.041187918,0.055844306,0.035962335,0.041547947,0.058738877
A_22_P00008037,0.09031009,0.578381856,0.209530287,0.138804563,0.210732772,0.498784314,0.051326884,0.045752592,0.083209543,0.042227765,0.047871021,0.184208138
A_22_P00008038,54.98738219,13.42442602,25.23935785,38.60605678,12.87005666,11.62622638,112.4611582,74.46421107,56.80564508,191.9137142,51.10251891,47.16261148
A_22_P00008041,0.056704459,0.228762202,0.06876494,0.053698738,0.167274797,0.394465218,0.044349357,0.039223971,0.054511295,0.043254247,0.040692479,0.088691816
A_22_P00008042,0.063133927,0.262778327,0.078197213,0.062199867,0.244263279,0.574327043,0.046624585,0.041470941,0.058035091,0.037254159,0.042984091,0.060695409
A_22_P00008052,0.065854763,0.26457279,0.078819882,0.062526922,0.194877293,0.474789719,0.073788623,0.049151355,0.068140559,0.04477107,0.050821621,0.071256943
A_22_P00008058,0.063504732,0.264615303,0.078114127,0.062151697,0.188169668,0.439975441,0.047080309,0.041800355,0.070462985,0.037643527,0.043286381,0.061333071
A_22_P00008062,0.067026295,0.270450224,0.082283832,0.064879261,0.20171285,0.470018484,0.05363953,0.047937663,0.066908281,0.043924522,0.050216072,0.070938872
A_22_P00008063,0.058797882,0.243453728,0.072393762,0.057443931,0.17433288,0.417008039,0.044239188,0.039368438,0.055070912,0.035382368,0.040660619,0.057311748
A_22_P00008064,0.13944149,0.238390938,0.084877607,0.097483259,0.172022085,0.794338029,0.043437744,0.038676525,0.054118213,0.085885441,0.040008435,0.089324144
A_22_P00008065,0.070103073,0.288112868,0.085455224,0.067658931,0.207208631,0.474387467,0.056583938,0.050379409,0.070300171,0.045185165,0.052066762,0.073428717
A_22_P00008067,0.061258464,0.254905605,0.075435739,0.060021243,0.182383763,0.426204343,0.136576607,0.041087763,0.057438903,0.03705616,0.042667222,0.060483415
A_22_P00008069,0.554541871,4.439650166,0.75619083,0.711396667,1.9592113,4.4686709,0.366906762,0.398670898,0.741397096,0.210272152,1.082591942,0.950592833
A_22_P00008071,105.6317263,491.1803379,112.1485378,111.0032418,226.7316525,711.1213694,91.78439594,86.00409209,131.8497477,87.04002103,89.23146988,123.0045012
A_22_P00008072,0.602203668,0.250857713,0.074597495,0.059386919,0.180634554,0.423278055,0.04551942,0.040487838,0.056657981,0.036504507,0.042144036,0.059632515
A_22_P00008073,0.11662661,2.283214338,0.387360808,0.198400188,0.732591903,2.475760572,0.285370557,0.136199376,0.34358832,0.119915329,0.212913938,0.345460939
A_22_P00008075,0.064522498,0.261167865,0.078765546,0.062618871,0.194118161,0.45680337,0.053034096,0.047546976,0.066278396,0.043628419,0.049904492,0.070041753
A_22_P00008076,0.069404518,0.285690486,0.085109342,0.067482676,0.204703234,0.47127521,0.055328342,0.049539118,0.069279518,0.044339724,0.051006609,0.072681676
A_22_P00008079,0.059482867,0.240800368,0.072634954,0.056364297,0.193830862,0.416589592,0.046303132,0.040927396,0.057212028,0.037123756,0.042787123,0.059739808
A_22_P00008082,0.06743746,0.271117041,0.082076613,0.100257162,0.41158086,0.470616236,0.05161671,0.045654646,0.06388483,0.041828138,0.04750833,0.067163504
A_22_P00008083,0.085595573,0.274068514,0.083648472,0.065747899,0.204604446,0.476682775,0.054363777,0.04862884,0.067792148,0.044454753,0.050945693,0.072026979
A_22_P00008088,0.802213862,1.573097237,0.583816949,0.814719193,1.174205696,3.306547439,1.050083946,0.635627699,0.759926556,1.145706166,0.650556156,1.096737885
A_22_P00008089,0.212307612,0.286903028,0.087260092,0.206662352,0.218117843,0.498140736,0.202340076,0.174100337,0.156009934,0.184401143,0.189504919,0.308133042
A_22_P00008091,0.210237904,0.299119589,0.302166683,0.130783251,0.485808083,0.64729437,0.053341577,0.119952373,0.109928853,0.186198428,0.106504722,0.08985784
A_22_P00008092,0.057135115,0.236870214,0.112341253,0.056378531,0.17169984,0.40372362,0.044075492,0.039291035,0.767769843,0.035560103,0.087933926,0.058044815
A_22_P00008093,0.055862785,0.228900307,0.068053775,0.053729615,0.163844971,0.392126569,0.043012104,0.038205099,0.05324044,0.038639895,0.105310384,0.05527157
A_22_P00008094,0.072146024,0.297994994,0.088356422,0.070545013,0.210032589,0.503001811,0.116977235,0.046148619,0.064333657,0.078725013,0.047260805,0.096604031
A_22_P00008097,0.071775869,0.296954726,0.088715801,0.070598787,0.213419218,0.512486356,0.052598775,0.046923583,0.11112553,0.041989828,0.04805279,0.067992923
A_22_P00008099,0.055046216,0.227762099,0.068171772,0.054240527,0.166866436,0.39075694,0.042216518,0.037681442,0.052804281,0.03409292,0.039303394,0.05551025
A_22_P00008107,0.069900152,0.287308205,0.085349411,0.067618447,0.20705264,0.494896622,0.056692826,0.050516413,0.070552509,0.045344406,0.052350967,0.073839859
A_22_P00008113,0.055142673,0.263394915,0.066861503,0.138401588,0.162584677,0.384038512,0.253739284,0.217059986,0.274842687,0.244487498,0.039301985,0.366565547
A_22_P00008114,0.119944682,0.241312156,0.072729547,0.090609592,0.178302842,0.418937722,0.05575786,0.096749372,0.136801391,0.196074415,0.053191786,0.135258016
A_22_P00008116,0.178261468,0.227650258,0.193842363,0.084770176,0.206615301,0.390667027,0.274514089,0.183803609,0.179901348,0.238582082,0.122415946,0.142704853
A_22_P00008117,0.321754939,0.286896704,0.200484777,0.407199812,0.454749198,0.550154754,0.509207545,0.529648632,0.322469831,0.363040121,0.458681015,0.432486409
A_22_P00008120,0.070527084,0.284310286,0.086187992,0.067677988,0.212841783,0.493100561,0.05328841,0.047015775,0.065753723,0.042961325,0.048852595,0.069205082
A_22_P00008121,0.054303779,0.219083843,0.065987584,0.052281281,0.355296775,0.380768595,0.04208787,0.037502225,0.052438263,0.03433342,0.125712934,0.055011715
A_22_P00008123,0.062764539,0.257429358,0.077028813,0.059756671,0.188065406,0.447718768,0.051044134,0.044886923,0.063260935,0.040676039,0.063482652,0.175348792
A_22_P00008124,0.067678763,0.272961351,0.083094108,0.065506179,0.203653286,0.476381238,0.054783312,0.051469276,0.068390692,0.04494803,0.051536558,0.072612991
A_22_P00008125,0.071846954,0.290657673,0.087933652,0.068975628,0.216971792,0.502801525,0.053693364,0.047339205,0.066194589,0.043238207,0.04918321,0.069714511
A_22_P00008126,0.174767908,1.032717293,0.390555505,0.284977574,0.883120549,1.504844483,0.078912694,0.149918861,0.185829416,0.12545755,0.076104375,0.220850653
A_22_P00008127,0.0711451,0.289553131,0.088516573,0.068852841,0.216036023,0.503414997,0.053672764,0.047298033,0.066114783,0.167940803,0.049034229,0.070068751
A_22_P00008132,0.222799809,1.377822411,0.369318465,0.171410061,0.275683514,0.892410077,0.317465715,0.288064543,0.304866915,0.245159437,0.347955568,0.236468513
A_22_P00008133,0.063529985,0.313712191,0.078397366,0.164581867,0.189061145,0.655430993,0.047137596,0.041904094,0.076255584,0.037565705,0.043190218,0.060913086
A_22_P00008139,0.067701176,0.359166899,0.154083171,0.064826833,0.259996751,1.537619886,0.05309405,0.070067528,0.127327302,0.088890041,0.048613257,0.066728589
A_22_P00008141,0.064895691,0.267062626,0.094682985,0.062020115,0.194900136,0.463880498,0.053569736,0.047060159,0.066432246,0.042620313,0.049254386,0.068430628
A_22_P00008143,0.314611868,0.228277599,0.450975418,0.290111763,0.263974394,0.391949068,0.366032131,0.487967714,0.302137236,0.380471475,0.485622678,0.288955313
A_22_P00008144,0.661330709,2.932750214,0.773544235,0.878404463,1.539950844,2.862304385,0.49786562,0.933752794,1.369738356,0.530573211,1.022421479,1.185075053
A_22_P00008145,0.593060257,0.860260923,0.62766839,0.524837242,1.113292247,0.380730037,0.459025912,0.893162831,0.91261739,0.387309287,0.621333136,0.978111598
A_22_P00008149,0.070253251,0.291684858,0.120062457,0.068694562,0.206171954,0.487654407,0.050417067,0.050956571,0.062609405,0.040386446,0.083136061,0.065150682
A_22_P00008153,0.146856874,0.720406628,0.185479005,0.212944622,0.430915859,1.048732451,0.277217512,0.234923509,0.365650135,0.268844358,0.318688486,0.329169279
A_22_P00008154,0.066348267,0.267747331,0.080805651,0.064093915,0.199243864,0.471292197,0.05473559,0.049117366,0.068288701,0.045487186,0.051467339,0.072141658
A_22_P00008159,1.154497765,0.782182774,1.508975414,1.14149697,1.034817423,0.379138666,1.012342404,1.619728121,0.908389818,0.898146791,1.445577343,1.134964167
A_22_P00008160,0.072296504,0.361419913,0.351285224,0.070854117,0.324089189,0.508230982,0.058685341,0.169162653,0.140536784,0.082265042,0.047681453,0.189874701
A_22_P00008161,0.072417872,0.298229009,0.094162596,0.071479854,0.214959533,0.520187451,0.053456508,0.047910942,0.067278134,0.07039586,0.123042728,0.069552925
A_22_P00008162,0.067871015,0.441350672,0.081118343,0.063700486,0.198713749,0.495553835,0.055551528,0.050062956,0.073666964,0.045252679,0.051539309,0.07212068
A_22_P00008175,0.058701127,0.210752347,0.063135857,0.049886895,0.173306924,0.364292601,0.077642964,0.115441848,0.077045478,0.04131488,0.079822153,0.06094852
A_22_P00008176,0.16677674,0.238846311,0.163531821,0.145524907,0.17553434,0.412685628,0.159499289,0.19436545,0.259049392,0.105019228,0.261449606,0.072674422
A_22_P00008177,0.065958939,0.221759467,0.066237499,0.05638623,0.159349235,0.381509345,0.041135363,0.036691203,0.051341811,0.033158418,0.038084807,0.053705044
A_22_P00008178,0.05416531,0.218220569,0.065761353,0.051982506,0.160103306,0.379291751,0.041799932,0.037208148,0.051978723,0.03400595,0.038731146,0.054471749
A_22_P00008179,0.143837245,0.287860731,0.08520588,0.067334141,0.207513687,0.476317876,0.05686836,0.050420597,0.070278402,0.045260166,0.052150757,0.073059268
A_22_P00008180,0.054947094,0.428496047,0.177599718,0.05223261,0.161257515,0.897446785,0.050732438,0.037944747,0.060694168,0.034270903,0.083392994,0.054832422
A_22_P00008182,0.056624963,0.231601435,0.069607265,0.055557458,0.170216713,0.401196855,0.045651593,0.040863965,0.057240338,0.037440435,0.042913935,0.060490714
A_22_P00008187,2.833400224,8.485112571,3.118179975,2.60486463,6.380351917,11.60878517,2.6227251,2.639699126,3.965549248,2.284219671,2.79960599,3.828009738
A_22_P00008188,0.068988887,0.275982903,0.085149862,0.066242443,0.206115271,0.490936726,0.055363194,0.050080126,0.079317823,0.045247723,0.052392303,0.073842725
A_22_P00008189,0.052988592,0.341908975,0.06462785,0.051036546,0.196775021,0.372760553,0.054842734,0.042479321,0.050748817,0.053087647,0.03764659,0.076949182
A_22_P00008193,0.063519603,0.263853075,0.078478703,0.083153373,0.189225444,0.450976637,0.047012461,0.041810488,0.058533404,0.037491881,0.043140368,0.060844122
A_22_P00008195,1.01537706,1.169410492,1.066840286,0.982875758,0.97414843,1.383985809,0.728621757,1.305952795,1.216303783,0.843515825,1.20812277,1.360287009
A_22_P00008199,0.068689158,0.273474382,0.084306741,0.065499559,0.203881531,0.493070109,0.055032741,0.049900864,0.068543805,0.044942712,0.052011339,0.07315098
A_22_P00008200,0.064710247,0.261648211,0.078349887,0.062335702,0.193756525,0.462008372,0.053808343,0.048156255,0.066992528,0.044025952,0.0502552,0.070468807
A_22_P00008201,0.210008613,0.52539081,0.222661295,0.182058247,0.435465581,0.499828164,0.216627094,0.262390701,0.443758912,0.110003688,0.383860815,0.435987204
A_22_P00008202,0.052349998,0.214219943,0.064350885,0.114911939,0.155825333,0.370855096,0.041109214,0.064333572,0.096488512,0.03358668,0.186756673,0.070390381
A_22_P00008206,0.065105264,0.26288986,0.078587736,0.062482847,0.194393839,0.465757982,0.054225716,0.048517782,0.067439769,0.044310426,0.050513822,0.129528655
A_22_P00008207,0.071429493,0.290903649,0.087086126,0.068444907,0.214131983,0.496931431,0.052141052,0.046149077,0.064578377,0.042379624,0.048180918,0.068099518
A_22_P00008209,0.058333862,0.236125605,0.070620605,0.055213635,0.171692509,0.404907733,0.046027152,0.040655809,0.056459454,0.036634065,0.042074152,0.058517527
A_22_P00008210,0.334870176,0.262849428,0.200268969,0.203448846,0.420685501,0.455802392,0.232858863,0.266529421,0.242977562,0.100681352,0.338086403,0.341435294
A_22_P00008211,0.056730544,0.232395687,0.069779337,0.055703026,0.170687581,0.402218599,0.0457369,0.040928559,0.057331824,0.037437546,0.04297585,0.060563274
A_22_P00008212,37.85353948,156.137796,39.52086175,40.32885945,87.33307904,234.1660962,43.10367581,36.12617233,52.74743372,30.34893531,35.95580986,51.13132476
A_22_P00008213,0.107862927,0.229714686,0.090987426,0.054700203,0.287569585,0.487017595,0.043750612,0.038853234,0.054255842,0.035541254,0.040442097,0.05685278
