ID_REF,GSM3446059,GSM3446060,GSM3446061,GSM3446062,GSM3446063,GSM3446064,GSM3446065,GSM3446066,GSM3446067,GSM3446068,GSM3446069,GSM3446070
A_19_P00317851,0.06077848,0.243871217,0.073650994,0.057774537,0.180914005,0.422045194,0.045690024,0.040494891,0.056506694,0.036997957,0.042228301,0.059284982
A_19_P00317871,2.202392344,6.694689756,3.405972768,2.046253239,3.594914105,3.290872426,1.510697535,1.84874853,2.687507908,1.503516562,2.212968936,2.665402482
A_19_P00317872,2.149722292,7.058978367,3.456996876,2.484092507,4.439014742,3.545044654,1.833128131,2.302656161,2.730846078,1.53745118,2.454247082,2.559654164
A_19_P00317878,0.07211709,0.297141311,0.088348717,0.069454347,0.215303668,0.502901862,0.052211413,0.046345947,0.064932655,0.042668864,0.048464427,0.068719879
A_19_P00317885,0.108525005,0.286392338,0.162259348,0.163395709,0.204709647,0.476336102,0.118714659,0.102995285,0.068148906,0.043754342,0.051899376,0.093747206
A_19_P00317904,0.183621233,0.265340628,0.089310772,0.259386356,0.321609538,0.45400944,0.210095767,0.281490531,0.362827069,0.168826783,0.483905083,0.269711324
A_19_P00317913,0.057071172,0.230507245,0.097618203,0.054041667,0.168108514,0.396703271,0.044792146,0.042766934,0.057372651,0.126551148,0.041035547,0.057133273
A_19_P00317937,0.148108896,0.28800904,0.16904046,0.095967692,0.225282007,0.885893447,0.226640611,0.141598118,0.236657738,0.203639312,0.127254096,0.172847183
A_19_P00317949,0.065572572,0.272469698,0.080985128,0.063860803,0.289572941,1.632784622,0.054832167,0.048374649,0.086940669,0.109826088,0.050896325,0.071132087
A_19_P00317963,0.058598194,0.243334115,0.087977127,0.057708694,0.175175959,0.415577197,0.094218208,0.039210762,0.054912892,0.035303658,0.062184809,0.057498814
A_19_P00317965,0.061990403,0.498418665,0.193484459,0.05213978,0.305041852,0.380596632,0.065369637,0.048217344,0.17203408,0.09144043,0.178564921,0.154847071
